product-id,upc,JDASKUNumber,online-flag,display-name,brandcustom,product-category-1,product-category-2,product-category-3,MSRP,long-description,parent-id,product-image,product-alt-image,product-alt-swatch,videoLink,gepr,JDABrandID,color,size,directions,featuresAndBenefits,ingredients,merchandisingCategory,salonhq-available,manufacturer-name,manufacturer-sku,available-flag,searchable-flag,page-title,page-keywords,quantityLimit,taxGroup,vendorCode,voc,refinementColor,refinementType,refinementBenefit,videoImage
USA-031888,6.72E+11,2030164,TRUE,Volumizing Shampoo,Aquage,Hair Care,Shampoo,,2100,Aquage Volumizing Shampoo leaves hair full of body and deeply cleanses without stripping hair color. UPC:671570126744,,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/031888.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/031888_1.png,,https://www.youtube.com/watch?v=hOdAn85W5-o,NONE,32,,8 fl. oz.,"<ol>  	<li>Apply to wet hair, gently massage scalp and rinse.</li>  	<li>Tip: Follow with Aquage Weightless Detangler for optimal results.</li>  </ol>","<ul>  	<li>Deeply cleanses without stripping hair color.</li>  	<li>Leaves hair full of body.</li>  	<li>Ideal for fine, thin hair types.</li>  </ul>","Water (Aqua, Eau), Ammonium Laureth Sulfate, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, PPG-2 Hydroxyethyl Cocamide, Enteromorpha Compressa Extract, Hypnea Musciformis Extract, Hydrolyzed Rhodophycea Extract, Sargassum Filipendula Extract, Palmaria Palmata Extract, Himanthalia Elongata Extract, Laminaria Saccharina Extract, Laminaria Digitata Extract, Undaria Pinnatifida Extract, Chondrus Crispus Extract, Ascophyllum Nudosum Extract, Pelvetia Canaliculata Extract, Macrocystis Pyrifera (Kelp) Extract, Gelidiella Acerosa Extract, Sodium Chloride, Polysorbate 20, Polyquaternium-7, Propylene Glycol, Polyquaternium-11, Tetrasodium EDTA, Citric Acid, Magnesium Nitrate, Glycerin, Methylchloroisothiazolinone, Magnesium Chloride, Blue 1 (CI 42090), Yellow 5 (CI 19140), Methylisothiazolinone, Phenoxyethanol, Panthenol, Benzoic Acid, Sorbic Acid, Benzyl Salicylate, Hydroxycitronellal, Limonene, Linalool, Butylphenyl Methylpropional, Fragrance (Parfum)",B,TRUE,BEAUTY QUEST GROUP/RUSK/AQUAGE-JDA US,AQVTZSHP8B,TRUE,TRUE,Volumizing Shampoo - Aquage | CosmoProf,,,RETL,524,N/A/.0,,Shampoo,"Smoothing,Frizz Control",https://img.youtube.com/vi/hOdAn85W5-o/hqdefault.jpg
USA-031973,8.50E+11,2030379,TRUE,Hydrabalm,Reuzel,Skincare,Tattoo Care,,1800,"""Hydrabalm helps firm up skin, brightens colors, and shields against the silent wear of daily life. HYDRABALM is made with Orchid Stemcell Extract, which enhances skin radiance and supports firmness. Shea butter and papaya work together to condition your complexion, and castor oil creates a barrier between toxins and your skin. UPC:850031020771""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031973.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031973_1.png,,,NONE,1022,Teal,1.3_oz,"<p>With clean hands/fingers, apply HYDRABALM directly onto fresh ink and healed tattoos of any age.</p>    <p>You&rsquo;ll see results after one use.</p>    <p>To keep your lines defined and colors vibrant, use HYDRABALM daily or as often as needed for deep hydration.</p>","<ul>  	<li>Vivid gel that brightens healed tattoos.</li>  </ul>","Glycine Soja (Soybean) Oil, Synthetic Beeswax, Butyrospermum Parkii (Shea) Butter, C13-14 Alkane, Hydrolyzed Soy Protein, Calanthe Discolor (Orchid Stemcell) Extract, Hydrolyzed Quinoa, Ricinus Communis (Castor) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Hydrolyzed Adansonia Digitata (Baobab) Seed Extract, Gluconolactone, Aloe Barbadensis (Aloe Vera) Leaf Juice, Proline, Rice Amino Acids, Citrus Aurantium Dulcis (Orange) Peel Oil, Glycerin, Calcium Gluconate, Citric Acid, Xanthan Gum, Propylene Glycol, Limonene, Potassium Sorbate, Sodium Benzoate",D,TRUE,REUZEL INC-JDA US,REU109,TRUE,TRUE,Hydrabalm - Reuzel | CosmoProf,,,RETL,48,N/A/.0,,Body Care,"Vegan,Hydrating",
USA-031974,8.50E+11,2030380,TRUE,Shine Tattoo Spray,Reuzel,Skincare,Tattoo Care,,2000,"""SHINE Tattoo Spray absorbs fast, reveals definition, and makes your colors pop, without leaving a greasy residue. SHINE is toxin and paraben-free, and made of organic moisturizers, including shea butter and papaya. Orchistem helps your skin stay youthful and resilient and castor oil creates a layer between your skin and elements like pollution, sweat, and clothing. UPC:850031020788""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031974.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031974_1.png,,,NONE,1022,Yellow,3.38_oz,"<p>With its quick-drying ability, just a spritz of SHINE instantly makes colors pop on just about any sized tattoo.</p>    <p>Try using anywhere on your body to make your skin shine, just make sure to rub it in and let it absorb before putting on clothes.</p>","<ul>  	<li>Reveals tattoo definition and colors.</li>  	<li>Absorbs quickly</li>  </ul>","Caprylic/Capric Triglyceride, C12-15 Alkyl Benzoate, Butyrospermum Parkii (Shea) Butter, Glycine Soja (Soybean) Oil, Hydrolyzed Soy Protein, Calanthe Discolor (Orchid Stemcell) Extract, Hydrolyzed Quinoa, Ricinus Communis (Castor) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Hydrolyzed Adansonia Digitata (Baobab) Seed Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Rice Amino Acids, Proline, Glycerin, Gluconolactone, Calcium Gluconate, Xanthan Gum, Propylene Glycol, Limonene, Sodium Benzoate",D,TRUE,REUZEL INC-JDA US,REU108,TRUE,TRUE,Shine Tattoo Spray - Reuzel | CosmoProf,,,RETL,48,N/A/.0,,Body Care,"Shining,Vegan",
USA-031975,8.50E+11,2030381,TRUE,Vivid Gel,Reuzel,Skincare,Tattoo Care,,1800,"""VIVID GEL is made with powerhouse ingredients Orchistem, quinoa, and  papaya extract to work together to restore, hydrate, and soothe. Castor oil keeps your skin safe by creating a moisture barrier between your skin and the elements. To keep your tattoos vibrant longer, massage a little VIVID GEL often.    It will keep your skin moisturized, your lines sharp, and make your colors pop. UPC:850031020795""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031975.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/reuzel/031975_1.png,,,NONE,1022,Red,3.38_oz,"<p>VIVID GEL works for all skin types and tattoo styles. Massage over clean, dry, unbroken skin and let absorb.</p>    <p>You&rsquo;ll quickly see the vibrancy of your tattoo revealed. If used regularly, not only will VIVID GEL ensure your tattoo stays vibrant, but it will also help keep your skin healthy and hydrated.</p>","<ul>  	<li>Moisture barrier that enhances color.</li>  </ul>","Water (Aqua), Glycerin, Propanediol, Aloe Barbadensis (Aloe Vera) Leaf Juice, C15-19 Alkane, Calanthe Discolor (Orchid Stemcell) Extract, Ricinus Communis (Castor) Seed Oil, Carica Papaya (Papaya) Fruit Extract, Hydrolyzed Quinoa, Hydrolyzed Adansonia Digitata (Baobab) Seed Extract, Hydrolyzed Soy Protein, Panthenol, Proline, Rice Amino Acids, Gluconolactone, Calcium Gluconate, Citric Acid, Xanthan Gum, Propylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Sodium Benzoate, Potassium Sorbate, Ethylhexylglycerin, Phenoxyethanol",D,TRUE,REUZEL INC-JDA US,REU107,TRUE,TRUE,Vivid Gel - Reuzel | CosmoProf,,,RETL,48,N/A/.0,,Body Care,"Vegan,Hydrating",
USA-032212,8.50E+11,2030718,TRUE,"Defense SPF 30 Hair, Scalp & Skin Spray",ACTiiV Hair Science,Hair Care,"Hair Masks, Serums, & Treatments",,2400,"""Give your scalp and hair consistent protection from the sun using Actiiv's SPF 30 Hair + Scalp Defense Spray. We all know how damaging UVA/UVB rays can be to our skin, but our scalps are usually left unprotected. This SPF scalp spray was formulated to give optimal protection to those often forgotten-about areas, as well as keep your scalp healthy to encourage thicker, fuller hair growth. It also helps to protect your hair against color fading, discoloration and damage from the sun and free radicals. UPC:850033638165""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/actiivhairscience/032212.png,,,,NONE,5,,3 fl. oz.,"<ol>  	<li>Spray directly onto the scalp as needed.</li>  </ol>","<ul>  	<li>Shields hair and scalp from UVA/UVB rays.</li>  	<li>Protects hair against color fading and damage caused by the sun.</li>  	<li>Formula feels weightless on hair and clean on the scalp.</li>  </ul>","<b>Active Ingredients:</b> Avobenzone, Homosalate, Octisalate, Octocrylene<br>  <br>  <b>Inactive Ingredients:</b> Alcohol Denat., C12-15 Alkyl Benzoate, Panthenol, Olea Europaea (Olive) Fruit Oil, Glycerin, Water (Aqua), Serenoa Serrulata (Saw Palmetto) Fruit Extract, Trifolium Pratense (Red Clover) Flower Extract, Camellia Sinensis (Green Tea) Leaf Extract, Cinnamidopropyltrimonium Chloride, Xylitol, Fragrance.",B,TRUE,NRI LLC-JDA US,AFPSPFDS90EU,TRUE,TRUE,"Defense SPF 30 Hair, Scalp & Skin Spray - ACTiiV Hair Science | CosmoProf",,,RETL,232,N/A/.0,,Hair Styling,Sun Protection,
USA-032251,4.06E+12,2030759,TRUE,Ultimate Repair Protective Leave-In,Wella,Hair Care,Hair Styling,Heat Protection Styling,3500,"""What It Is:  Delicate cream serum that protects, repairs and smooths all hair types. Gives instant frizz control and easier styling, works perfectly on curls.    What It Does:  Protects and smooths hair with 72 hours anti-frizz effect. UPC:4064666333403""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/wella/032251.png,,,https://www.youtube.com/watch?v=2v5FXtu293k,NONE,912,,4.7 fl. oz.,"<ol>  	<li>Apply Miracle Hair Rescue on towel-dried hair.</li>  	<li>After 90 seconds comb through and apply Protective Leave In on lengths and ends.</li>  	<li>Do not rinse.</li>  	<li>Style as usual.</li>  </ol>","<ul>  	<li>5-in-1 protection.*</li>  	<li>Anti-frizz effect for up to 72 hours.</li>  	<li>8x Smoother hair for protection against mechanical damage.**</li>  </ul>    *breakage, UV, heat, mechanical damage, frizz.<br />  **instrumental test.","AQUA/WATER/EAU, ISOHEXADECANE, ISOPROPYL PALMITATE, DIMETHICONE, POLYACRYLAMIDE, C13-14 ISOPARAFFIN, PARFUM/FRAGRANCE, STEARYL ALCOHOL, BENZYL ALCOHOL, PHENOXYETHANOL, SODIUM BENZOATE, STEARETH-21, PANTHENOL, MALIC ACID, GLYCERYL OLEATE, TOCOPHERYL ACETATE, PEG-23M, STEARETH-2, SODIUM HYDROXIDE, LAURETH-7, OLEIC ACID, SQUALANE, LINALOOL, DISODIUM EDTA, CITRONELLOL, HISTIDINE, SILICA, ETHYLHEXYL METHOXYCINNAMATE, CITRIC ACID, GERANIOL, BHT, LECITHIN, ASCORBYL PALMITATE, TOCOPHEROL, HYDROGENATED PALM GLYCERIDES CITRATE.",C,TRUE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350159541,TRUE,TRUE,Ultimate Repair Protective Leave-In - Wella | CosmoProf,,,RETL,813,N/A/.0,,Hair Styling,Repairing,https://img.youtube.com/vi/2v5FXtu293k/hqdefault.jpg
USA-032039,6.72E+11,2030567,TRUE,Sea Extend Silkening Oil Foam,Aquage,Hair Care,Hair Styling,"Styling Mousse, Gels, & Creams",2800,"""Aquage Silkening Oil Foam is an ultra-light hold oil infused foam that weightlessly smoothes, silkens and controls frizz. UPC:671570126256""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/032039.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/032039_1.png,,https://www.youtube.com/watch?v=hOdAn85W5-o,NONE,32,,8 oz.,"<ol>  	<li>Dispense foam into palm.</li>  	<li>Apply to damp hair from roots to ends.</li>  	<li>Style as desired.</li>  </ol>    Tips:    <ol>  	<li>Apply generously, making sure to thoroughly saturate from roots to ends.</li>  	<li>Reapply as needed based on hair length and density.</li>  </ol>","<ul>  	<li>Gives body and movement with touchable control.</li>  	<li>Sea Extend Ultimate Color Care replenishes moisture and protects hair color from fading.</li>  </ul>","WATER (AQUA, EAU), HYDROFLUOROCARBON 152A, PETROLATUM, POLYQUATERNIUM-11, CETEARYL ALCOHOL, MINERAL OIL (PARAFFINUM LIQUIDUM, HUILE MIN&Eacute;RALE), HYPNEA MUSCIFORMIS EXTRACT, HIMANTHALIA ELONGATA EXTRACT, PELVETIA CANALICULATA EXTRACT, ENTEROMORPHA COMPRESSA EXTRACT, ASCOPHYLLUM NODOSUM EXTRACT, HYDROLYZED RHODOPHYCEAE EXTRACT, PALMARIA PALMATA EXTRACT, LAMINARIA SACCHARINA EXTRACT, CHONDRUS CRISPUS EXTRACT, GELIDIELLA ACEROSA EXTRACT, MACROCYSTIS PYRIFERA (KELP) EXTRACT, SARGASSUM FILIPENDULA EXTRACT, UNDARIA PINNATIFIDA EXTRACT, LAMINARIA DIGITATA EXTRACT, PANTHENOL, GLYCERIN, PPG-3 BENZYL ETHER MYRISTATE, CETRIMONIUM CHLORIDE, SODIUM CHLORIDE, DIAZOLIDINYL UREA, CITRIC ACID, TETRASODIUM EDTA, ARGANIA SPINOSA KERNEL OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, BEHENTRIMONIUM CHLORIDE, QUATERNIUM-95, BEHENTRIMONIUM METHOSULFATE, PROPANEDIOL, ISOPROPYL ALCOHOL, THERMUS THERMOPHILLUS FERMENT, PHENOXYETHANOL, BENZOIC ACID, SORBIC ACID, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, BENZYL SALICYLATE, CITRAL, COUMARIN, LIMONENE, BUTYLPHENYL METHYLPROPIONAL, FRAGRANCE (PARFUM)",D,TRUE,BEAUTY QUEST GROUP/RUSK/AQUAGE-JDA US,SESOF8B,TRUE,TRUE,Sea Extend Silkening Oil Foam - Aquage | CosmoProf,,,RETL,524,HSA/1.0,,Hair Styling,Silkening,https://img.youtube.com/vi/hOdAn85W5-o/hqdefault.jpg
USA-032040,6.72E+11,2030569,TRUE,Sea Extend Silkening Oil Treatment,Aquage,Hair Care,Hair Styling,Heat Protection Styling,3800,"""Aquage Silkening Oil Treatment is an ultra-light formula that easily transforms any hair texture for silky, smooth, frizz-free results. UPC:671570126232""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/032040.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/aquage/032040_1.png,,https://www.youtube.com/watch?v=hOdAn85W5-o,NONE,32,,4 fl. oz.,"<ol>  	<li>Twist pump to unlock.</li>  	<li>Pump 1&ndash;2 times into hand and apply evenly to clean, damp hair.</li>  	<li>Tip: To tame frizz and speed up blow-dry time, apply to damp hair before blow-styling.</li>  </ol>","<ul>  	<li>Dramatically silkens and improves manageability on all hair types, while sealing, hydrating and protecting the strands.</li>  	<li>Locks in hair color and protects against thermal damage.</li>  	<li>Ultralight styler designed to smooth, silken and add shine.</li>  </ul>","C13-14 ISOALKANE, DIMETHICONOL, DIMETHICONE, ISOHEXADECANE, ARGANIA SPINOSA KERNEL OIL, AMODIMETHICONE, INULA CRITHMOIDE FLOWER/LEAF EXTRACT, CRITHMUM MARITIMUM EXTRACT, LAMINARIA DIGITATA EXTRACT, C12-15 ALKYL BENZOATE, C10-11 ISOALKANE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, BENZYL SALICYLATE, CITRAL, COUMARIN, LIMONENE, GERANIOL, FRAGRANCE (PARFUM).",C,TRUE,BEAUTY QUEST GROUP/RUSK/AQUAGE-JDA US,SESOT4B,TRUE,TRUE,Sea Extend Silkening Oil Treatment - Aquage | CosmoProf,,,RETL,524,UNA/.1,,Oil,Silkening,https://img.youtube.com/vi/hOdAn85W5-o/hqdefault.jpg
USA-032290,4.06E+12,2030805,TRUE,Ultimate Power Serum,Nioxin,Hair Care,"Hair Masks, Serums, & Treatments",,5000,"""Nioxin Pro Clinical's Ultimate Power Serum is a leave-on scalp treatment for thinning hair. Designed for daily use, it's clinically proven to increase hair anchorage with visible results in only 8 weeks* while thickening hair from the very first use. It's formulated with innovative ingredients including SANDALORE™, caffeine, lauric acid, and niacinamide. Together they work to stimulate and nourish the hair follicles to prolong the growth cycle and improve hair resistance for fuller-looking hair.    This effective leave-on scalp treatment is the first time SANDALORE™ has been leveraged to stimulate hair follicles and improve hair anchorage.     *Via improved hair anchorage; average results in 8 weeks, in a double-blind clinical study with 120 panelists.    Nioxin is the #1 Professional brand for thicker, fuller hair. Pioneers of a hair movement that's never going to stop. They believe everyone should experience the uplift that comes from having hair that looks and feels the way they actually want it to: Thicker. Fuller. Healthier. Built on a legacy of clinically proven solutions, Nioxin turns scalp science into true scalp care and hair thickening products. The kind of products with proven results. Because everyone, yes everyone, deserves to grow thicker, fuller hair they can see and feel. Nioxin Grows Results(TM). UPC:4064666069920""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/nioxin/032290.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/nioxin/032290_1.png,,https://www.youtube.com/watch?v=OwnoK2sMb3Y,NONE,595,,2.3 fl. oz.,"<ol>  <li>Apply 12-15 pumps on dry or damp hair daily, massaging evenly across the scalp. </li>  <li>Do not rinse.</li>  </ol>  For best results, use as part of a complete day and night regimen with our 3-Part System Kits for thinning hair and Night Density Rescue overnight leave-on scalp treatment.","<ul>  	<li><strong>Reduced hair fall</strong> - 93% of users noticed less hair in their brush.</li>  	<li><strong>Better hair resistance</strong> - 91% of users noticed improved hair anchorage.</li>  	<li><strong>Thicker, fuller hair </strong>- 93% of users felt they had stronger hair when using our leave-on treatment.</li>  	<li><strong>Healthier hair and improved hair density</strong> - 90% of users noticed a reduction in hair breakage.&nbsp;</li>  	<li>Free of parabens, sulfates, and colorants.</li>  	<li><strong>Innovative active ingredients</strong> - a combination of SANDALORE&trade;, caffeine, lauric acid, and niacinamide creates the ultimate hair serum.&nbsp;</li>  </ul>","<ul>  		<li>SANDALORE&trade; is a synthetic version of sandalwood, which olfactory receptors in hair follicles can smell, stimulating them to prolong the growth cycle and reduce hair fall.</li>  		<li>CAFFEINE helps maintain the skin barrier and, combined with massage, can increase blood micro circulation.</li>  		<li>LAURIC ACID nourishes the hair root and helps prevent hair breakage. NIACINAMIDE penetrates the hair roots, providing stronger and thicker hair.</li>  	</ul>    Full Ingredients: Alcohol Denat., Aqua/Water/Eau, Niacinamide, Caffeine, Sandalore, Parfum/Fragrance, Lauric Acid, PEG-40 Hydrogenated Castor Oil, PEG-35 Castor Oil, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Limonene, Alcohol, Linalool, Tocopherol, Citric Acid.",C,TRUE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350170718,TRUE,TRUE,Ultimate Power Serum - Nioxin | CosmoProf,,,RETL,791,N/A/.0,,Scalp Care,"Repairing,Thickening",https://img.youtube.com/vi/OwnoK2sMb3Y/hqdefault.jpg
USA-032269,8.10E+11,2030780,TRUE,Showman Water Wax,GIBS Grooming,Hair Care,Hair Styling,Hair Wax & Pomade,2300,"""A lightweight, hybrid formula that with the finish & feel of a wax, all wrapped up with a super high shine finish!    Healthy high-shine hair is no act for this Showman! Everyone will notice your lineup thanks to ingredients like Prickly Pear Cactus and Beeswax which both hydrate and style naturally! Featuring fragrant hints of White Cedar, Absinthe and Spicy Black Pepper this water-based wax has what it takes to shine in the big top! UPC:810034590411""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/gibsgrooming/032269.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/gibsgrooming/032269_1.png,,,NONE,321,,4_oz.,"<ol>  	<li>Apply a dime size amount to palm &amp; emulsify.</li>  </ol>","<ul>  	<li>Light-Medium Hold and Super High Shine.</li>  	<li>Water based.</li>  	<li>Use for Definition.</li>  	<li>Hold of a pomade with the feel of a wax.</li>  	<li>A lightweight, hybrid formula that with the finish &amp; feel of a wax, all wrapped up with a super high shine finish!<br />  	&nbsp;</li>  </ul>","Water/Aqua/Eau, Ceteareth-25, PEG-40 Hydrogenated Castor Oil, Cera Alba (Beeswax), Propylene Glycol, Glycerin, PEG-7 Glyceryl Cocoate, PEG-75 Lanolin, Ceteareth-20, Polysorbate 20, Propylene Glycol Dibenzoate, Fragrance (Parfum), VP/Methacrylamide/Vinyl Imidazole Copolymer, Humulus Lupulus (Hops) Extract, Ocimum Sanctum Leaf (Holy Basil) Powder, Opuntia Vulgaris (Prickly Pear Cactus) Extract, Phenylpropanol, Propanediol, Tocopherol, Benzyl Benzoate, Citronellol, Methyl Ionones, Coumarin, Limonene, Linalool, Caprylyl Glycol, Phenoxyethanol, Sorbic Acid, Orange 4 CI 15510, Titanium Dioxide",D,TRUE,GIBS DISTRIBUTION LLC-JDA US,53008,TRUE,TRUE,Showman Water Wax - GIBS Grooming | CosmoProf,,,RETL,243,N/A/.0,,Mens Grooming,Shining,
USA-032205,8.50E+11,2030714,TRUE,Recover Shampoo & Conditioning System for Men,ACTiiV Hair Science,Hair Care,Salon Retail & Intros,,3398,"""Actiiv's Recover line is a 2-step, shampoo-based hair treatment system for men and women experiencing hair loss or wanting to target and combat hair loss early. Using the science of nutraceuticals (natural, plant-based compounds), our Recover products are able to target hair loss and thinning at the source. Our Recover line is a simple shampoo and conditioning process that only needs to be used every other day for 5 minutes in the shower! UPC:850033638134""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/actiivhairscience/032205.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/actiivhairscience/032205_1.png,,,NONE,5,,,<strong>Shampoo:</strong>  <ol>   <li>Wet hair completely with warm water.</li>   <li>Gently massage into the hair and scalp and leave on for 5 minutes.</li>   <li>Rinse out using warm water.</li>   <li>Use this treatment every other day.</li>   <li>For best results pair with Actiiv Thickening Conditioner.</li>  </ol>  <strong>Conditioner:</strong>  <ol>   <li>Wet Hair Completely with warm water.</li>   <li>Gently massage into the hair and scalp.</li>   <li>Rinse out using warm water.</li>   <li>Use every other day with Actiiv Thickening Shampoo treatment.</li>  </ol>,"<ul>  	<li>Cleanses and targets production of DHT (causes 95% of hair loss in men and women).</li>  	<li>Natural ingredients and Vegan formulated.</li>  	<li>Non-daily use.</li>  	<li>2-step, 5-minute process.</li>  	<li>SLS-Free.</li>  	<li>Alcohol-Free Salon Professional Results.</li>  	<li>Cruelty Free.</li>  	<li>Color Safe.</li>  	<li>Keratin Safe.</li>  	<li>Gluten Free.</li>  	<li>Duos are a 30 day supply.</li>  </ul>","<strong>Shampoo:</strong> Water (Aqua), Ammonium Laureth Sulfate, Glycerin, Decyl Glucoside, Sodium Coco-Sulfate, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Isostearamidopropyl Morpholine Lactate, Panthenol, Aloe Barbadensis Leaf Juice, Bacopa Monniera Leaf Extract, Camellia Sinensis Leaf Extract, Trifolium Pratense (Clover) Flower Extract, Serenoa Serrulata Fruit Extract, Lavandula Angustifolia (Lavender) Flower Extract, Zingiber Officinale (Ginger) Root Extract, Glycine Soja (Soybean) Germ Extract, Hydrolyzed Soy Protein, Polyquaternium-7, Sodium Lactate, Sodium PCA, Aspartic Acid, Arginine, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Glycol Distearate, PEG-150 Distearate, Tocopheryl Acetate, Amodimethicone, Laureth-4, Trideceth-12, Cocamide MEA, PEG/PPG-4/12 Dimethicone, Cetrimonium Chloride, Guar Hydroxypropyltrimonium Chloride, Fragrance, Phenoxyethanol, Hippophae Rhamnoides, Methylisothiazolinone.<br><br>    <strong>Conditioner:</strong> Aloe Barbadensis Leaf Juice, Water (Aqua), Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Behentrimonium Chloride, Behentrimonium Methosulfate, Amodimethicone, Dimethicone, Cetearyl Glucoside, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Helianthus Annuus Seed Extract, Glycine Soja (Soybean) Germ Extract, Hydrolyzed Keratin, PEG-12 Dimethicone, Cinnamidopropyltrimonium Chloride, Olealkonium Chloride, Polyquaternium-7, Polyquaternium-55, Silicone Quaternium-16, Trideceth-12, Butylene Glycol, Butyloctanol, Undeceth-5, Undeceth-11, Cetrimonium Chloride, Guar Hydroxypropyltrimonium Chloride, Hydroxyethylcellulose, Fragrance, Phenoxyethanol, Benzyl Alcohol.",B,TRUE,NRI LLC-JDA US,AFPRCDM90EU,TRUE,TRUE,Recover Shampoo & Conditioning System for Men - ACTiiV Hair Science | CosmoProf,,,RETL,232,N/A/.0,,Hair Care Kits,Scalp Care,
